,county,state,state_abbrev,size_rank,avg_home_price,area_sq_mi,unemployment_rate,unemployment_change,high_school,population,int_migration_rate,net_migration_rate,pop_growth,poverty_rate,median_hh_income,property_tax_rate,amazon_indicator,walmart_indicator,warehouse_target,pop_density,latitude,longitude
2158,Logan County,Arkansas,AR,1713,69060.91666666669,731.56,3.8,-4.8,83.7,21753,1.012006072,0.69000414,-2.4922676946523823,20.5,37676,0.633284057520366,0,0,0,29.73508666411505,35.22551710000001,-93.7233321
2159,Yell County,Arkansas,AR,1723,71545.91666666669,948.86,4.0,-4.1,78.89999999999998,21544,0.7898710651999999,-0.185852015,-2.731500293466974,18.8,40325,0.633284057520366,0,0,0,22.705140905929213,34.99060720000001,-93.4283105
2160,Ashley County,Arkansas,AR,1737,47759.08333333334,940.53,5.7,-4.4,83.0,20319,-0.244834003,-8.765057291,-6.9131390874106655,19.8,40495,0.633284057520366,0,0,0,21.60377659404804,33.1742582,-91.7295595
2161,Phillips County,Arkansas,AR,1740,32530.25,727.34,5.8,-4.7,75.8,18564,-0.212618934,-27.10891405,-14.35689241557483,39.8,27663,0.633284057520366,0,0,0,25.523139109632357,34.4427373,-90.8331287
2162,Conway County,Arkansas,AR,1770,82464.5,566.67,4.8,-4.9,85.2,20848,0.1438193629,-0.095879575,-1.7576928514207624,17.2,43519,0.633284057520366,0,0,0,36.79037182134223,35.25219960000001,-92.6888936
2163,Polk County,Arkansas,AR,1805,83933.75,862.46,4.5,-3.0,85.2,20162,0.2480589388,1.5875772083000002,-2.4623869188718492,23.3,35678,0.633284057520366,0,0,0,23.37731604943997,34.4995799,-94.2397116
2164,Arkansas County,Arkansas,AR,1872,70559.83333333331,1033.75,3.3,-15.3,82.6,17904,-0.110960082,-15.20153125,-5.822944611014676,19.9,43752,0.633284057520366,0,0,0,17.319467956469165,34.2902454,-91.3598511
2165,Drew County,Arkansas,AR,1892,80640.16666666669,835.66,5.2,-5.7,83.2,18373,-0.108327691,-11.80771835,-1.5591513073296186,20.3,41339,0.633284057520366,0,0,0,21.986214489146302,33.5716907,-91.7160969
2166,Franklin County,Arkansas,AR,1911,89292.33333333331,619.64,3.5,-4.2,80.89999999999998,17844,1.1826655028,12.784050911,-1.6046319272125724,18.0,41140,0.633284057520366,0,0,0,28.797366212639602,35.5110075,-93.8864847
2167,Jackson County,Arkansas,AR,1914,44475.41666666666,641.5,5.9,-6.0,77.4,17057,-0.058229249,-12.81043468,-5.53801849698178,22.2,36235,0.633284057520366,0,0,0,26.58924395947,35.5770886,-91.196742
2168,Randolph County,Arkansas,AR,1915,78107.16666666669,656.04,4.2,-5.999999999999999,82.5,17645,-0.627281022,12.374543796,-1.7320115838716863,19.4,35989,0.633284057520366,0,0,0,26.89622583988781,36.3412315,-91.0387017
2169,Cross County,Arkansas,AR,1918,76390.16666666669,622.31,4.0,-4.300000000000002,80.39999999999998,16852,0.1771165427,-10.8041091,-5.654461986339713,18.4,41661,0.633284057520366,0,0,0,27.07975124937732,35.30012160000001,-90.7750181
2170,Lawrence County,Arkansas,AR,1946,54927.75,592.34,3.8,-5.7,84.0,16590,0.0,0.3610216914,-5.297408379952048,16.9,40777,0.633284057520366,0,0,0,28.007563223824164,36.00782120000001,-91.1655476
2171,Van Buren County,Arkansas,AR,1954,87628.0,724.28,5.5,-5.6999999999999975,84.80000000000003,16533,0.4824799469,-0.7840299140000001,-4.361659050153294,19.8,36244,0.633284057520366,0,0,0,22.826807312089247,35.5759086,-92.4916144
2172,Sharp County,Arkansas,AR,1957,65968.16666666669,606.44,5.0,-4.800000000000002,82.8,17200,0.23382241190000005,13.737066698,-0.29563503565010724,23.9,34266,0.633284057520366,0,0,0,28.362245234483208,36.1344424,-91.4930274
2173,Sevier County,Arkansas,AR,1970,84275.08333333331,581.28,4.6,-2.4000000000000004,71.69999999999997,17146,-0.820488777,2.9303170603,-0.023323615160349854,19.5,41649,0.633284057520366,0,0,0,29.49697219928434,33.98678579999999,-94.243888
2174,Marion County,Arkansas,AR,1993,107142.41666666669,640.32,3.9,-6.1999999999999975,86.2,16460,0.3654302942,9.7448078446,-1.236049441977679,18.3,39539,0.633284057520366,0,0,0,25.70589705147426,36.2378521,-92.6999559
2175,Clay County,Arkansas,AR,2035,46145.83333333334,641.44,4.5,-6.5,78.60000000000002,14910,-0.133506892,-6.808851507000001,-7.097015390367003,18.1,35164,0.633284057520366,0,0,0,23.24457470690945,36.3609902,-90.4087659
2176,Madison County,Arkansas,AR,2055,100065.91666666669,837.08,2.9,-4.199999999999998,79.69999999999997,16349,0.739348757,10.350882598,4.239989798520786,17.0,40568,0.633284057520366,0,1,1,19.53098867491757,35.9728095,-93.7589024
2177,Lincoln County,Arkansas,AR,2149,63304.83333333334,572.18,4.2,-5.2,80.20000000000002,13473,0.147075045,-17.28131779,-4.378992193044713,23.4,43821,0.633284057520366,0,0,0,23.546785976440983,33.9359663,-91.7713274
2178,Howard County,Arkansas,AR,2182,71473.5,595.31,3.0,-4.8,81.39999999999998,13377,0.523501477,-0.897431103,-3.065217391304348,19.1,36744,0.633284057520366,0,0,0,22.470645546018048,34.0744088,-93.9745776
2179,Izard County,Arkansas,AR,2188,76988.41666666669,584.02,5.5,-4.6,82.9,13680,0.4417286314,18.699845395,-0.3206062372486156,19.3,37958,0.633284057520366,0,0,0,23.42385534741961,36.0832532,-91.8894787
2180,Little River County,Arkansas,AR,2217,71185.91666666669,564.77,4.9,-2.8,85.1,12393,-0.322398646,-1.61199323,-5.613099771515614,17.0,42063,0.633284057520366,0,0,0,21.943446004568234,33.69687929999999,-94.2065398
2181,Desha County,Arkansas,AR,2221,42663.16666666666,819.53,4.8,-6.3,77.3,11732,0.4231729508,-13.37226524,-9.426387709410948,29.0,33228,0.633284057520366,0,0,0,14.315522311568827,33.7740219,-91.3110517
2182,Stone County,Arkansas,AR,2259,102971.91666666669,609.43,4.8,-2.8,76.80000000000003,12517,-0.8794723170000001,6.0763541875,1.0168670809458478,21.2,32778,0.633284057520366,0,0,0,20.538864184565906,35.8317159,-92.1747633
2183,Fulton County,Arkansas,AR,2265,90390.25,620.33,4.2,-3.6,84.39999999999998,12112,0.4957038995,8.426966292100001,-0.8432255423659435,20.6,35723,0.633284057520366,0,0,0,19.5250914835652,36.37839810000001,-91.8110982
2184,Chicot County,Arkansas,AR,2287,41470.0,690.79,6.5,-5.8000000000000025,80.2,10639,0.3715572895000001,-23.6867772,-9.838983050847462,30.1,31810,0.633284057520366,0,0,0,15.401207313365855,33.2536665,-91.3026986
2185,Bradley County,Arkansas,AR,2309,56147.83333333334,652.92,4.8,-6.000000000000001,81.4,10853,0.0,-11.09074244,-5.412236360467143,20.9,35950,0.633284057520366,0,0,0,16.622250811738038,33.4494147,-92.16876
2186,Pike County,Arkansas,AR,2319,76620.75,614.13,4.1,-5.0,83.2,10721,0.2784739627,-8.075744918,-4.820667613636363,18.5,37493,0.633284057520366,0,0,0,17.457215898913912,34.1435885,-93.6428966
2187,Scott County,Arkansas,AR,2322,68665.0,898.07,3.5,-3.6,78.00000000000001,10374,-0.290037221,6.767535167,-7.803057234269462,20.6,33354,0.633284057520366,0,0,0,11.55143808389101,34.8469384,-94.0431714
2188,Perry County,Arkansas,AR,2378,75655.58333333331,560.53,4.1,-4.800000000000002,83.30000000000003,10335,0.1940899607,7.7635984279,-1.0152284263959392,15.1,44118,0.633284057520366,0,0,0,18.437906980893086,34.9616474,-92.8757514
2189,Lee County,Arkansas,AR,2380,32925.416666666664,619.5,4.8,-3.8,70.0,9147,-0.108184129,-19.90587981,-12.014236244709506,37.3,28875,0.633284057520366,0,0,0,14.765133171912833,34.7836833,-90.7759619
2190,Montgomery County,Arkansas,AR,2442,85682.83333333331,800.29,4.8,-4.000000000000001,78.8,8907,1.45609319,3.0241935483999995,-6.3012833999579225,21.1,35500,0.633284057520366,0,0,0,11.129715478139177,34.5218805,-93.6508234
2191,Nevada County,Arkansas,AR,2485,43317.66666666666,620.64,3.6,-6.4,85.7,8328,-0.478812545,-4.788125449,-7.446099133140698,19.5,46687,0.633284057520366,0,0,0,13.418406805877805,33.6413476,-93.3055491
2192,Prairie County,Arkansas,AR,2511,63402.75,675.61,4.1,-5.1,82.8,8250,0.0,1.6967640286,-5.400756793945648,16.1,43139,0.633284057520366,0,0,0,12.21118692736934,34.8105247,-91.5751148
2193,Cleveland County,Arkansas,AR,2515,78948.75,598.75,4.3,-4.1000000000000005,87.3,8181,0.0,-5.842970177000001,-5.7271260659138035,14.3,47812,0.633284057520366,0,0,0,13.663465553235907,33.8847138,-92.1724506
2194,Newton County,Arkansas,AR,2544,98635.16666666669,823.19,3.6,-3.3000000000000003,81.10000000000002,7837,0.1274128814,-2.67567051,-5.75998075998076,19.8,34036,0.633284057520366,0,0,0,9.520280858611011,35.918468,-93.2273047
2195,Searcy County,Arkansas,AR,2552,63806.41666666666,668.51,4.6,-4.6,83.6,7947,0.6284960090999999,0.6284960090999999,-2.800880626223092,21.6,30640,0.633284057520366,0,0,0,11.887630701111426,35.90189870000001,-92.7098744
2196,Monroe County,Arkansas,AR,2553,41341.91666666666,621.3,4.3,-4.9,77.60000000000002,7052,0.0,-18.8004209,-13.344802162693536,27.3,32427,0.633284057520366,0,0,0,11.350394334460006,34.6778982,-91.2289578
2197,Dallas County,Arkansas,AR,2555,38040.91666666666,668.11,4.5,-7.8000000000000025,83.19999999999997,7354,0.0,-4.472756845,-8.804563492063492,21.0,33739,0.633284057520366,0,0,0,11.007169478079957,33.9630776,-92.6853662
2198,Lafayette County,Arkansas,AR,2583,49864.5,545.08,5.1,-4.800000000000002,80.69999999999997,6822,-0.291651476,-9.478672986,-10.788544527265596,24.1,33378,0.633284057520366,0,0,0,12.515594041241656,33.1821484,-93.5972459
2199,Woodruff County,Arkansas,AR,2607,37898.0,594.01,4.9,-5.5,77.1,6600,0.0,-1.361985472,-8.952959028831563,26.8,32271,0.633284057520366,0,0,0,11.110924058517533,35.171457399999994,-91.2229851
2200,Calhoun County,Arkansas,AR,2727,45612.91666666666,632.41,3.9,-4.9,84.2,5224,0.0,17.171522284,-2.5736665423349496,15.2,42484,0.633284057520366,0,0,0,8.2604639395329,33.5556787,-92.5143633
2201,Cumberland County,Maine,ME,228,276202.91666666674,1217.46,2.6,-3.9,94.7,292344,1.1859834579,3.3454331068000003,3.86771738589772,8.1,70661,1.2376405899112657,0,0,0,240.1261643092997,43.8506432,-70.40014980000002
2202,York County,Maine,ME,318,265079.5,1269.71,3.0,-5.0,92.8,204513,0.054030689400000005,9.8335854766,3.700004056466007,7.8,66025,1.2376405899112657,0,0,0,161.07063817722155,43.4229305,-70.6546639
2203,Penobscot County,Maine,ME,406,136105.83333333337,3557.08,3.8,-4.7,91.3,151190,0.0,0.5950964056,-1.7353438190562849,14.3,49836,1.2376405899112657,0,0,0,42.50396392546696,45.2930166,-68.5957766
2204,Kennebec County,Maine,ME,495,146116.91666666663,951.17,3.3,-4.3,91.3,121929,0.0903865669,5.1191664715,-0.1204167895409417,12.4,52265,1.2376405899112657,0,0,0,128.18844160349886,44.4184616,-69.82506590000001
2205,Androscoggin County,Maine,ME,547,147718.0,497.12,3.2,-5.4,89.69999999999997,107569,0.893135417,0.3256222875,-0.12812537718068465,12.4,48446,1.2376405899112657,0,1,1,216.38437399420658,44.1402839,-70.196395
2206,Aroostook County,Maine,ME,744,89490.25,6827.57,4.9,-4.799999999999999,87.6,67595,0.3975616221,-5.845628295,-5.7265589043388525,14.4,42600,1.2376405899112657,0,0,0,9.900301278492934,46.68479620000001,-68.4701132
2207,Oxford County,Maine,ME,880,151651.83333333337,2175.72,3.9,-6.799999999999999,91.2,57430,0.122134208,6.490560770499999,-0.6040256840720677,13.5,50367,1.2376405899112657,0,0,0,26.395859761366356,44.4694529,-70.7782375
2208,Hancock County,Maine,ME,918,211111.41666666663,2344.94,3.9,-4.9,94.2,54597,0.6413369126,3.9946127699,0.4581585338926916,11.0,51009,1.2376405899112657,0,0,0,23.282898496336788,44.71353970000001,-68.2994753
2209,Somerset County,Maine,ME,948,105456.16666666669,4093.53,5.0,-6.1,87.69999999999997,50421,-0.019804922,0.0594147646,-3.44319117562573,15.9,42426,1.2376405899112657,0,0,0,12.31724208690299,45.4538403,-70.0997288
2210,Knox County,Maine,ME,1175,212137.5,1143.95,3.2,-4.2,93.7,39869,0.2259688414,4.971314511,0.34733583348015395,10.7,51723,1.2376405899112657,0,0,0,34.8520477293588,44.1773049,-69.2127109
2211,Waldo County,Maine,ME,1197,168211.66666666663,852.76,3.7,-4.8,92.9,39800,0.5048210409,10.803170276,2.524471921689851,13.1,54547,1.2376405899112657,0,0,0,46.671982738402356,44.48701610000001,-69.13651850000001
2212,Sagadahoc County,Maine,ME,1288,199988.66666666663,370.04,2.8,-3.9,94.9,35423,-0.170060797,9.6367784816,0.5478285552086289,9.7,61047,1.2376405899112657,0,0,0,95.72748892011671,43.9900158,-69.8654643
2213,Lincoln County,Maine,ME,1310,213464.91666666663,699.6,3.3,-4.3,93.1,34190,0.2934143157,10.298842481,-0.5786734130099741,11.4,52019,1.2376405899112657,0,0,0,48.87078330474557,44.1137571,-69.5351337
2214,Washington County,Maine,ME,1360,94483.5,3257.65,5.1,-5.700000000000001,87.80000000000003,31540,0.5700802863000001,3.0087570666000003,-3.9234799561350067,21.1,37943,1.2376405899112657,0,0,0,9.681825856061883,44.97443970000001,-67.6287553
2215,Franklin County,Maine,ME,1414,129780.58333333331,1743.48,4.2,-4.999999999999999,92.6,29852,-0.16695048199999998,-1.970015693,-2.825520833333333,13.7,45280,1.2376405899112657,0,0,0,17.122077683713037,44.916814,-70.4395797
2216,Piscataquis County,Maine,ME,1938,98178.41666666669,4377.97,4.1,-6.6,90.4,16801,0.0593877127,-0.356326276,-4.267806267806268,15.5,40841,1.2376405899112657,0,0,0,3.8376233733899503,45.8358193,-69.2923096
2217,Hinds County,Mississippi,MS,264,79109.83333333331,877.29,4.8,-5.000000000000001,86.2,240033,0.9662737292,-12.66108882,-2.316410621629871,20.2,44076,0.6247704327448712,0,0,0,273.60735902609173,32.2506754,-90.4793259
2218,Harrison County,Mississippi,MS,332,122603.16666666669,976.17,4.9,-3.9,87.0,204933,1.1780181807,8.2264936289,9.094538698635606,19.7,46709,0.6247704327448712,0,0,0,209.935769384431,30.4553392,-89.1313136
2219,DeSoto County,Mississippi,MS,382,160024.5,497.01,3.8,-3.7,89.4,178914,0.8516086097,14.127679254,10.590242364678176,8.7,66125,0.6247704327448712,0,0,0,359.98068449326973,34.8703284,-89.9778704
2220,Rankin County,Mississippi,MS,435,164772.58333333337,806.09,3.6,-3.3000000000000003,89.7,152919,1.103643996,5.2751555284,7.298778391349803,9.3,65504,0.6247704327448712,0,0,0,189.7046235532013,32.2338702,-89.94846509999998
